"","isFinal_t_0","MinutesSincePreviousCommit_t_0","NumberOfFilesAdded_t_0","NumberOfFilesAddedNet_t_0","NumberOfLinesAddedByAddedFiles_t_0","NumberOfLinesAddedByAddedFilesNet_t_0","NumberOfFilesDeleted_t_0","NumberOfFilesDeletedNet_t_0","NumberOfLinesDeletedByDeletedFiles_t_0","NumberOfLinesDeletedByDeletedFilesNet_t_0","NumberOfFilesModified_t_0","NumberOfFilesModifiedNet_t_0","NumberOfFilesRenamed_t_0","NumberOfFilesRenamedNet_t_0","NumberOfLinesAddedByModifiedFiles_t_0","NumberOfLinesAddedByModifiedFilesNet_t_0","NumberOfLinesDeletedByModifiedFiles_t_0","NumberOfLinesDeletedByModifiedFilesNet_t_0","NumberOfLinesAddedByRenamedFiles_t_0","NumberOfLinesAddedByRenamedFilesNet_t_0","NumberOfLinesDeletedByRenamedFiles_t_0","NumberOfLinesDeletedByRenamedFilesNet_t_0","Density_t_0","AffectedFilesRatioNet_t_0","isInitial_t_1","precByMerge_t_1","MinutesSincePreviousCommit_t_1","NumberOfFilesAdded_t_1","NumberOfFilesAddedNet_t_1","NumberOfLinesAddedByAddedFiles_t_1","NumberOfLinesAddedByAddedFilesNet_t_1","NumberOfFilesDeleted_t_1","NumberOfFilesDeletedNet_t_1","NumberOfLinesDeletedByDeletedFiles_t_1","NumberOfLinesDeletedByDeletedFilesNet_t_1","NumberOfFilesModified_t_1","NumberOfFilesModifiedNet_t_1","NumberOfFilesRenamed_t_1","NumberOfFilesRenamedNet_t_1","NumberOfLinesAddedByModifiedFiles_t_1","NumberOfLinesAddedByModifiedFilesNet_t_1","NumberOfLinesDeletedByModifiedFiles_t_1","NumberOfLinesDeletedByModifiedFilesNet_t_1","NumberOfLinesAddedByRenamedFiles_t_1","NumberOfLinesAddedByRenamedFilesNet_t_1","NumberOfLinesDeletedByRenamedFiles_t_1","NumberOfLinesDeletedByRenamedFilesNet_t_1","Density_t_1","AffectedFilesRatioNet_t_1","d_isFinal_t_0","d_MinutesSincePreviousCommit_t_0","d_NumberOfFilesAdded_t_0","d_NumberOfFilesAddedNet_t_0","d_NumberOfLinesAddedByAddedFiles_t_0","d_NumberOfLinesAddedByAddedFilesNet_t_0","d_NumberOfFilesDeleted_t_0","d_NumberOfFilesDeletedNet_t_0","d_NumberOfLinesDeletedByDeletedFiles_t_0","d_NumberOfLinesDeletedByDeletedFilesNet_t_0","d_NumberOfFilesModified_t_0","d_NumberOfFilesModifiedNet_t_0","d_NumberOfFilesRenamed_t_0","d_NumberOfFilesRenamedNet_t_0","d_NumberOfLinesAddedByModifiedFiles_t_0","d_NumberOfLinesAddedByModifiedFilesNet_t_0","d_NumberOfLinesDeletedByModifiedFiles_t_0","d_NumberOfLinesDeletedByModifiedFilesNet_t_0","d_NumberOfLinesAddedByRenamedFiles_t_0","d_NumberOfLinesAddedByRenamedFilesNet_t_0","d_NumberOfLinesDeletedByRenamedFiles_t_0","d_NumberOfLinesDeletedByRenamedFilesNet_t_0","d_Density_t_0","d_AffectedFilesRatioNet_t_0","d_isInitial_t_1","d_precByMerge_t_1","d_MinutesSincePreviousCommit_t_1","d_NumberOfFilesAdded_t_1","d_NumberOfFilesAddedNet_t_1","d_NumberOfLinesAddedByAddedFiles_t_1","d_NumberOfLinesAddedByAddedFilesNet_t_1","d_NumberOfFilesDeleted_t_1","d_NumberOfFilesDeletedNet_t_1","d_NumberOfLinesDeletedByDeletedFiles_t_1","d_NumberOfLinesDeletedByDeletedFilesNet_t_1","d_NumberOfFilesModified_t_1","d_NumberOfFilesModifiedNet_t_1","d_NumberOfFilesRenamed_t_1","d_NumberOfFilesRenamedNet_t_1","d_NumberOfLinesAddedByModifiedFiles_t_1","d_NumberOfLinesAddedByModifiedFilesNet_t_1","d_NumberOfLinesDeletedByModifiedFiles_t_1","d_NumberOfLinesDeletedByModifiedFilesNet_t_1","d_NumberOfLinesAddedByRenamedFiles_t_1","d_NumberOfLinesAddedByRenamedFilesNet_t_1","d_NumberOfLinesDeletedByRenamedFiles_t_1","d_NumberOfLinesDeletedByRenamedFilesNet_t_1","d_Density_t_1","d_AffectedFilesRatioNet_t_1","est_t1","est_t0","y_t1","y_t0"
"348",0,577.5167,0,0,0,0,0,0,0,0,3,3,0,0,19,17,7,7,0,0,0,0,0.92308,1,0,0,2.0167,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0.999953632221028,0.00436805457347471,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.28476716945165,0.181491180514794,0.999891692888462,0.999985569416126,0.945002256209593,0.843003068529466,0.997832291130807,0.984368513190719,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.996119995829789,0.999442489328623,0.999989594926756,0.999971611632163,0.990011890393953,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.995939204379208,0.999672881826629,0.999998303799918,0.999998303799918,0.904440432136732,0.934872871163175,0.931691642646866,0.948078779109982,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.89605584559101,0.999788304935118,3,3,0,0
"388",0,129.1667,1,1,69,37,0,0,0,0,2,2,0,0,6,6,36,30,0,0,0,0,0.65766,1,0,0,88.8,0,0,0,0,0,0,0,0,1,1,0,0,16,11,0,0,0,0,0,0,0.6875,1,0.999953632221028,0.139803389989269,0.0571171393279778,0.0571171393279778,0.0904835657988822,0.249068236920272,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.660906911644047,0.469270461005324,0.999891692888462,0.999985569416126,0.90436994491312,0.944260324911267,0.549312025276162,0.40242753743557,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.575899474454191,0.999442489328623,0.999989594926756,0.999971611632163,0.771427644131452,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.995939204379208,0.999672881826629,0.999998303799918,0.999998303799918,0.973371860581001,0.9642487787199,0.908187462469073,0.913915717028887,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.647320190865358,0.999788304935118,3,3,0,0
"408",0,168.0667,0,0,0,0,0,0,0,0,4,4,0,0,116,91,70,60,0,0,0,0,0.81183,1,0,0,9.0333,0,0,0,0,0,0,0,0,2,2,0,0,6,6,3,3,0,0,0,0,1,1,0.999953632221028,0.0752589128760525,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.224860281613501,0.159992731964737,0.999891692888462,0.999985569416126,0.15246670738539,0.133218419126963,0.169728448594656,0.121072125239769,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.80743836396079,0.999442489328623,0.999989594926756,0.999971611632163,0.983592332274086,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.508612957865033,0.397116645609155,0.999998303799918,0.999998303799918,0.978055318528895,0.999575373431728,0.968347286796436,0.991152678641032,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.89605584559101,0.999788304935118,3,3,0,0
"438",0,6.2667,0,0,0,0,0,0,0,0,2,2,0,0,33,8,2,2,0,0,0,0,0.28571,1,1,1,1785.4,1,1,139,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69784,1,0.999953632221028,0.930094712941996,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.660906911644047,0.469270461005324,0.999891692888462,0.999985569416126,0.736489003523998,0.98359253388488,0.998604075199053,0.972121511093591,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.127610845867727,0.999442489328623,0.102940105360107,0.136359765222577,8.98726868473266e-06,0.959300404676546,0.959300404676546,0.0309967893879164,0.0214973158034976,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.29096136542001,0.27763355000974,0.999998303799918,0.999998303799918,0.883684095563832,0.909548340389911,0.908187462469073,0.913915717028887,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.668572236779963,0.999788304935118,3,3,0,0
"468",0,12.5167,0,0,0,0,0,0,0,0,5,5,0,0,11,11,14,12,0,0,0,0,0.92,1,0,0,19.5,0,0,0,0,0,0,0,0,13,7,0,0,16,16,19,1,0,0,0,0,0.48571,0.53846,0.999953632221028,0.981931403904447,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.160097608792758,0.107283596238578,0.999891692888462,0.999985569416126,0.95574340309479,0.958361432779867,0.996751793435264,0.996615515287846,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.994143384167262,0.999442489328623,0.999989594926756,0.999971611632163,0.974016242861377,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.00517904135517571,0.00347779720987675,0.999998303799918,0.999998303799918,0.973371860581001,0.858135906969145,0.800076759787881,0.948078779109982,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.24921302554145,0.0163364481527671,3,3,0,0
"488",1,5501.0333,0,0,0,0,0,0,0,0,2,2,0,0,29,27,8,7,0,0,0,0,0.91892,1,0,0,29.4833,0,0,0,0,0,0,0,0,1,1,0,0,22,15,0,0,0,0,0,0,0.68182,1,0.119397448623407,3.13899234334507e-18,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.660906911644047,0.469270461005324,0.999891692888462,0.999985569416126,0.796064218577025,0.650674064881793,0.997677934317158,0.984368513190719,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.993355904775334,0.999442489328623,0.999989594926756,0.999971611632163,0.96488242098496,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.995939204379208,0.999672881826629,0.999998303799918,0.999998303799918,0.895867010592722,0.883001663670314,0.908187462469073,0.913915717028887,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.635258893787392,0.999788304935118,3,3,0,0
"538",0,62031.1333,0,0,0,0,0,0,0,0,2,2,0,0,36,30,37,30,0,0,0,0,0.82192,1,0,0,1505.2333,0,0,0,0,0,0,0,0,2,2,0,0,45,35,1,1,0,0,0,0,0.78261,1,0.999953632221028,0,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.660906911644047,0.469270461005324,0.999891692888462,0.999985569416126,0.691807592234227,0.592905867420778,0.526385155482343,0.40242753743557,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.827563566980652,0.999442489328623,0.999989594926756,0.999971611632163,0.022803743043687,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.508612957865033,0.397116645609155,0.999998303799918,0.999998303799918,0.575591519930556,0.422022567691642,0.931691642646866,0.948078779109982,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.807721654807057,0.999788304935118,3,3,0,0
"598",0,0.0167,0,0,0,0,1,1,106,61,3,3,0,0,143,37,40,17,0,0,0,0,0.39792,1,1,1,937.6833,2,2,173,79,1,1,129,36,2,2,1,1,20,17,7,7,2,2,3,3,0.43114,1,0.999953632221028,0.878258021979546,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.36970669376593,0.274079189266493,0.0114203010789216,0.00768602921205233,0.28476716945165,0.181491180514794,0.999891692888462,0.999985569416126,0.0698026001102764,0.458113406678409,0.457604546100886,0.869136802271366,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.166297664785846,0.999442489328623,0.102940105360107,0.136359765222577,0.0116909889972511,0.827851736005216,0.827851736005216,0.0228187897818801,0.0290254788704682,0.0422484871879882,0.0422484871879882,0.000150925933440601,0.0245227540474302,0.508612957865033,0.397116645609155,0.0724649811275582,0.0724649811275582,0.925794664734788,0.832214703809958,0.999773871246093,0.971615264263912,0.546098967297896,0.195524204375369,0.196269712928769,0.0660773933268363,0.183907195914256,0.999788304935118,3,3,0,0
"638",0,0.2833,0,0,0,0,0,0,0,0,1,1,0,0,76,54,0,0,0,0,0,0,0.71053,1,0,0,0.7167,0,0,0,0,0,0,0,0,1,1,0,0,30,8,0,0,0,0,0,0,0.26667,1,0.999953632221028,0.88046916786924,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.992914996060948,0.99366414293485,0.999891692888462,0.999985569416126,0.344492308711112,0.314464950238815,0.998912788826351,0.96722271025474,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.645990468161252,0.999442489328623,0.999989594926756,0.999971611632163,0.991201273507687,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.995939204379208,0.999672881826629,0.999998303799918,0.999998303799918,0.762390573019332,0.995925194475283,0.908187462469073,0.913915717028887,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.106808624639351,0.999788304935118,3,3,0,0
"648",0,66.2833,0,0,0,0,0,0,0,0,2,2,0,0,4,4,4,4,0,0,0,0,1,1,0,0,68.2667,0,0,0,0,0,0,0,0,3,3,0,0,63,53,11,9,0,0,0,0,0.83784,1,0.999953632221028,0.43541650740341,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.660906911644047,0.469270461005324,0.999891692888462,0.999985569416126,0.883820561640452,0.904928115937653,0.998295361571754,0.977020311932442,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.90214807291967,0.999442489328623,0.999989594926756,0.999971611632163,0.929399097097885,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.204353691162285,0.211942312325478,0.999998303799918,0.999998303799918,0.480224141905505,0.266319620139828,0.975160668634593,0.916388030181125,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.886647434325515,0.999788304935118,3,3,0,0
"678",0,603.8333,0,0,0,0,0,0,0,0,2,2,0,0,9,9,3,3,0,0,0,0,1,1,0,0,122.6833,0,0,0,0,0,0,0,0,2,2,0,0,398,175,4,3,0,0,0,0,0.44279,1,0.999953632221028,0.012457029319272,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.660906911644047,0.469270461005324,0.999891692888462,0.999985569416126,0.935194019822122,0.996814220863335,0.998449718385403,0.974570911513017,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.90214807291967,0.999442489328623,0.999989594926756,0.999971611632163,0.440329706109567,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.508612957865033,0.397116645609155,0.999998303799918,0.999998303799918,1.42598165573825e-07,0.0212174975373009,0.981657049052156,0.991152678641032,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.196478095830078,0.999788304935118,3,3,0,0
"828",0,9.0333,0,0,0,0,0,0,0,0,2,2,0,0,6,6,3,3,0,0,0,0,1,1,0,0,1.2833,0,0,0,0,0,0,0,0,1,1,0,0,18,17,13,12,0,0,0,0,0.93548,1,0.999953632221028,0.953040535216671,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.660906911644047,0.469270461005324,0.999891692888462,0.999985569416126,0.90436994491312,0.944260324911267,0.998449718385403,0.974570911513017,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.90214807291967,0.999442489328623,0.999989594926756,0.999971611632163,0.990682885452116,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.995939204379208,0.999672881826629,0.999998303799918,0.999998303799918,0.952103007716986,0.832214703809958,0.944181602014037,0.799396621839741,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.999990940498565,0.999788304935118,3,3,0,0
"998",0,0.5167,0,0,0,0,0,0,0,0,2,2,0,0,293,220,2,0,0,0,0,0,0.74576,1,1,1,75.3833,0,0,0,0,0,0,0,0,1,1,0,0,7,6,2,2,0,0,0,0,0.88889,1,0.999953632221028,0.882404957256542,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.660906911644047,0.469270461005324,0.999891692888462,0.999985569416126,0.0239700527044229,0.0203600182045045,0.998604075199053,0.96722271025474,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.694251071599498,0.999442489328623,0.102940105360107,0.136359765222577,0.902531807688668,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.995939204379208,0.999672881826629,0.999998303799918,0.999998303799918,0.986785641443849,0.999575373431728,0.951840292225119,0.973434689972703,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.963146416356764,0.999788304935118,3,3,0,0
"10111",0,4.2833,0,0,0,0,0,0,0,0,1,1,0,0,3,3,9,9,0,0,0,0,1,1,0,0,464.45,0,0,0,0,0,0,0,0,2,2,0,0,20,20,26,12,0,0,0,0,0.69565,1,0.999953632221028,0.913644650085209,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.992914996060948,0.99366414293485,0.999891692888462,0.999985569416126,0.873545870004118,0.885262011450847,0.997523577503509,0.98926731402957,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.90214807291967,0.999442489328623,0.999989594926756,0.999971611632163,0.0147742259758897,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.508612957865033,0.397116645609155,0.999998303799918,0.999998303799918,0.925794664734788,0.750915331974436,0.597422017350688,0.799396621839741,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.6641510456328,0.999788304935118,3,3,0,0
"1028",0,0,0,0,0,0,0,0,0,0,3,3,0,0,100,85,4,3,0,0,0,0,0.84615,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,68,64,12,10,0,0,0,0,0.925,1,0.999953632221028,0.878119514341294,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.28476716945165,0.181491180514794,0.999891692888462,0.999985569416126,0.224584620683771,0.166842232758873,0.998295361571754,0.974570911513017,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.877193610389796,0.999442489328623,0.999989594926756,0.999971611632163,0.991856989567389,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.995939204379208,0.999672881826629,0.999998303799918,0.999998303799918,0.451277700055555,0.22334257060481,0.961091964305334,0.880980754213657,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.997596566246448,0.999788304935118,3,3,0,0
"1048",0,1945.8167,0,0,0,0,0,0,0,0,3,3,0,0,23,18,7,5,0,0,0,0,0.76667,1,1,1,1376.8,2,2,232,160,0,0,0,0,1,1,0,0,18,4,0,0,0,0,0,0,0.656,1,0.999953632221028,3.76323332939634e-19,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.28476716945165,0.181491180514794,0.999891692888462,0.999985569416126,0.885427041156566,0.823776674487732,0.997832291130807,0.979469712351867,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.72631021075589,0.999442489328623,0.102940105360107,0.136359765222577,0.0220245330838311,0.827851736005216,0.827851736005216,0.0143936115838734,0.0128627871424652,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.995939204379208,0.999672881826629,0.999998303799918,0.999998303799918,0.952103007716986,0.985594172830917,0.908187462469073,0.913915717028887,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.577885705355729,0.999788304935118,3,3,0,0
"1078",0,938.1,0,0,0,0,0,0,0,0,2,2,0,0,13,11,7,6,0,0,0,0,0.85,1,0,0,168.0667,0,0,0,0,0,0,0,0,4,4,0,0,116,91,70,60,0,0,0,0,0.81183,1,0.999953632221028,0.0146918966928346,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.660906911644047,0.469270461005324,0.999891692888462,0.999985569416126,0.976292786367458,0.958361432779867,0.997832291130807,0.981919112771293,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.885066999575684,0.999442489328623,0.999989594926756,0.999971611632163,0.111688534227602,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.132540952095972,0.0693688836326261,0.999998303799918,0.999998303799918,0.147888708565404,0.138983033163244,0.197790303994243,0.0906108327164406,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.84848083239976,0.999788304935118,3,3,0,0
"11011",0,180.15,0,0,0,0,0,0,0,0,1,1,0,0,7,6,0,0,0,0,0,0,0.85714,1,0,0,382.6167,0,0,0,0,0,0,0,0,3,3,0,0,55,49,61,53,0,0,0,0,0.87931,1,0.999953632221028,0.0657753618228376,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.992914996060948,0.99366414293485,0.999891692888462,0.999985569416126,0.914644636549454,0.944260324911267,0.998912788826351,0.96722271025474,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.899517203131623,0.999442489328623,0.999989594926756,0.999971611632163,0.0412290201718228,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.204353691162285,0.211942312325478,0.999998303799918,0.999998303799918,0.517571630057136,0.289197436188947,0.208146898329902,0.0974948967189969,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.949784964990244,0.999788304935118,3,3,0,0
"1248",0,51.7333,1,1,127,86,0,0,0,0,1,1,0,0,1,1,4,4,0,0,0,0,0.68939,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,5,4,4,0,0,0,0,1,1,0.999953632221028,0.628856996040175,0.0571171393279778,0.0571171393279778,0.0116776073901609,0.010502190923141,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.992914996060948,0.99366414293485,0.999891692888462,0.999985569416126,0.85299648673145,0.845929802477234,0.998295361571754,0.977020311932442,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.618496594686729,0.999442489328623,0.999989594926756,0.999971611632163,0.991856989567389,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.204353691162285,0.211942312325478,0.999998303799918,0.999998303799918,0.967295892470544,0.99451491956419,0.981657049052156,0.999009109787693,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.89605584559101,0.999788304935118,3,3,0,0
"1329",0,22.95,1,1,35,8,0,0,0,0,6,6,0,0,32,19,20,14,0,0,0,0,0.47126,1,0,0,4177.6833,0,0,0,0,0,0,0,0,2,2,0,0,149,25,30,5,0,0,0,0,0.1676,1,0.999953632221028,0.932175016744234,0.0571171393279778,0.0571171393279778,0.527695569907244,0.937179206402136,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.0792470399045283,0.0529755654252207,0.999891692888462,0.999985569416126,0.751382807287255,0.804550280445999,0.916141941977265,0.977639733486152,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.254421711467369,0.999442489328623,0.999989594926756,0.999971611632163,0,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.508612957865033,0.397116645609155,0.999998303799918,0.999998303799918,0.0585061297455928,0.618885262593331,0.493422885869504,0.998080571214835,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.177828569389195,0.999788304935118,3,3,0,0
"1358",0,795.2833,0,0,0,0,0,0,0,0,1,1,0,0,9,9,4,4,0,0,0,0,1,1,1,1,222.8167,0,0,0,0,0,0,0,0,18,18,0,0,237,174,106,54,0,0,0,0,0.66472,1,0.999953632221028,1.20027606916751e-07,0.999965247701101,0.999965247701101,0.999960096371809,0.999967651416081,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.992914996060948,0.99366414293485,0.999891692888462,0.999985569416126,0.935194019822122,0.996814220863335,0.998295361571754,0.977020311932442,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.90214807291967,0.999442489328623,0.102940105360107,0.136359765222577,0.0604384884009224,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.0292133486898101,0.00173862518480759,0.999998303799918,0.999998303799918,0.0690433018229989,0.020237189475605,0.119837564160019,0.0960671914531245,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.597645996036274,0.999788304935118,3,3,0,0
"14111",0,19.0167,1,1,332,36,0,0,0,0,1,1,0,0,63,9,0,0,0,0,0,0,0.11392,1,0,0,5.1667,0,0,0,0,0,0,0,0,57,56,0,0,403,383,388,371,0,0,0,0,0.95322,0.98246,0.999953632221028,0.964492887770442,0.0571171393279778,0.0571171393279778,0.00117063490958097,0.267591708120457,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.992914996060948,0.99366414293485,0.999891692888462,0.999985569416126,0.419749971461228,0.996814220863335,0.998912788826351,0.96722271025474,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.176195763408277,0.999442489328623,0.999989594926756,0.999971611632163,0.987129923618366,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0,0,0.999998303799918,0.999998303799918,5.70076797257011e-07,0.00105150118054768,0,0,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.993277064562712,0.985156717397467,3,3,0,0
"1529",0,939.45,2,2,80,54,0,0,0,0,2,2,0,0,14,13,66,55,0,0,0,0,0.7625,1,0,0,373.8,0,0,0,0,0,0,0,0,6,6,0,0,261,211,6,5,0,0,0,0,0.80899,1,0.999953632221028,0.0153556899830252,0.0142852178243014,0.0142852178243014,0.0432717727935256,0.0639822366405272,0.999215787733252,0.99923164735949,0.999823095380578,0.999862460680179,0.660906911644047,0.469270461005324,0.999891692888462,0.999985569416126,0.986567478003793,0.9199086446964,0.177595099693214,0.140707816491467,0.999930075747534,0.999887544990918,0.999681143240833,0.999809152987231,0.719648703283538,0.999442489328623,0.999989594926756,0.999971611632163,0.0445874195633396,0.999372727021921,0.999372727021921,0.999870922480442,0.999769499663311,0.999956607108406,0.999956607108406,0.999965276718547,0.999785805783155,0.010531154597875,0.00346858595300636,0.999998303799918,0.999998303799918,0.0256505255966053,0.0257720259449138,0.997462797115876,0.998080571214835,0.999687129189831,0.999763901023074,0.999977117271843,0.999997525806207,0.844455587428651,0.999788304935118,3,3,0,0
